id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
35,2018-12-09,19-ECZ-2606,BMW,X7,2000,99623,BALATA,762,779
36,2018-12-23,57-EQM-6317,FIAT,DOBLO,2003,148749,DIREKSIYON POMPASI,734,1357
37,2018-03-09,29-BZK-7403,MERCEDES,E200,2001,143736,BALATA,785,1913
38,2019-02-21,27-JAD-3368,FIAT,DOBLO,2004,168708,DIREKSIYON POMPASI,592,1238
39,2018-09-14,12-QKI-1728,FORD,KA,2015,176361,DEBRIYAJ RULMANI,401,540
40,2018-05-03,07-VDC-9210,VOLVO,V4,2002,137085,BALATA,507,1514
41,2018-09-08,14-THR-191,VOLVO,V3,2014,51403,DIREKSIYON POMPASI,724,992
42,2018-02-14,19-JMV-4808,FORD,FIESTA,2004,191624,DEBRIYAJ RULMANI,620,416
43,2019-02-23,01-DXY-343,VOLVO,V3,2003,72147,DEBRIYAJ RULMANI,689,1943
44,2019-10-22,37-TKK-7579,VOLVO,V3,2003,194446,BALATA,759,1948
45,2018-09-22,23-EBY-813,TESLA,T1,2005,93848,DEBRIYAJ RULMANI,678,1127
46,2018-09-19,08-KFM-5967,FIAT,500,2017,31234,DIREKSIYON POMPASI,525,763
47,2018-08-06,14-MYD-6977,TESLA,T3,2000,178272,DEBRIYAJ RULMANI,513,1178
48,2018-04-20,13-FUL-6877,TOFAS,SAHIN,2000,111826,BALATA,511,1075
49,2018-03-18,17-HBV-5786,VOLKSWAGEN,PASSAT,2014,63435,DIREKSIYON POMPASI,640,1117
50,2019-12-11,73-EUD-3938,VOLKSWAGEN,JETTA,2015,131579,BALATA,490,1093
51,2019-08-22,03-QZO-8195,VOLKSWAGEN,JETTA,2008,170607,BALATA,556,470
52,2019-11-21,76-BQJ-3821,SAAB,S2,2006,28609,DEBRIYAJ RULMANI,567,1926
53,2018-04-27,81-DFA-2884,FIAT,EGEA,2013,64384,DIREKSIYON POMPASI,821,1591
54,2018-10-11,81-GXA-1203,PEUGEOT,206,2009,41785,DIREKSIYON POMPASI,573,704
55,2019-12-05,80-UFA-3920,SAAB,S3,2000,196612,DEBRIYAJ RULMANI,625,579
56,2018-11-05,26-WTX-9363,MERCEDES,S600,2003,68593,BALATA,699,995
57,2019-11-07,23-YBS-3838,SAAB,S1,2016,14710,DEBRIYAJ RULMANI,599,1742
58,2018-05-08,19-HVR-2895,PEUGEOT,306,2011,91979,DIREKSIYON POMPASI,699,935
59,2018-07-07,16-KIG-5748,VOLVO,V4,2002,116941,DEBRIYAJ RULMANI,700,1180
60,2018-08-16,20-SEG-7707,TESLA,T4,2005,80921,DIREKSIYON POMPASI,566,1592
61,2019-09-18,07-UGS-7961,MERCEDES,S350,2008,130160,DEBRIYAJ RULMANI,440,969
62,2019-07-12,11-HXU-709,MERCEDES,C180,2016,3836,DEBRIYAJ RULMANI,615,1426
63,2018-01-02,20-SFC-8683,PEUGEOT,407,2013,76256,DIREKSIYON POMPASI,597,433
64,2018-01-27,18-TZS-4870,FORD,FIESTA,2013,176544,BALATA,599,811
65,2019-07-11,50-OHL-993,SAAB,S3,2015,122545,DIREKSIYON POMPASI,567,1546
66,2018-06-16,79-GID-1680,BMW,X3,2014,147035,BALATA,650,1203
67,2018-07-26,10-YBW-8375,FIAT,DOBLO,2004,183210,BALATA,418,379
68,2019-12-04,42-ISM-7420,FIAT,500L,2012,19086,BALATA,598,330
69,2019-04-12,60-QJG-7216,FORD,FOCUS,2014,126827,DIREKSIYON POMPASI,702,1029
70,2018-01-09,74-VKA-8653,TESLA,T4,2015,143319,DIREKSIYON POMPASI,573,1876
71,2019-10-10,27-RTM-6471,FIAT,EGEA,2015,193029,BALATA,581,1240
72,2019-08-19,55-YAL-1045,FORD,KA,2012,174907,DEBRIYAJ RULMANI,629,839
73,2018-08-18,05-MAJ-8276,MERCEDES,S600,2000,65787,BALATA,623,845
74,2018-01-10,62-BPA-280,PEUGEOT,206,2006,103331,DIREKSIYON POMPASI,695,852
75,2018-03-02,27-OMR-34,VOLKSWAGEN,PASSAT,2010,86696,DEBRIYAJ RULMANI,497,1742
76,2018-02-11,78-XJO-2068,VOLVO,V1,2015,106410,DEBRIYAJ RULMANI,427,1020
77,2019-05-13,31-HVC-700,VOLVO,V2,2005,114305,BALATA,641,1776
78,2018-03-13,05-LTO-6037,FORD,FIESTA,2002,44154,BALATA,709,820
79,2019-12-12,26-YXC-1039,PEUGEOT,206,2009,37308,BALATA,792,699
80,2018-01-02,05-EGW-7938,AUDI,Q7,2011,58741,DEBRIYAJ RULMANI,521,1033
81,2018-05-20,11-GSV-7054,VOLKSWAGEN,POLO,2008,28585,DEBRIYAJ RULMANI,652,357
82,2019-05-23,59-AZI-8180,FIAT,EGEA,2009,76010,BALATA,647,481
83,2018-08-27,20-KRN-2288,TOFAS,SAHIN,2014,171848,DIREKSIYON POMPASI,550,1043
84,2018-05-07,46-TSN-6859,TOFAS,KARTAL,2012,182060,BALATA,772,360
85,2019-10-01,18-CHD-772,BMW,X5,2005,153652,BALATA,743,987
86,2019-09-08,62-HSC-5514,BMW,X3,2004,122884,BALATA,445,1672
87,2018-12-14,27-TMA-6809,SAAB,S3,2006,196373,BALATA,583,1833
88,2019-06-18,39-KYC-8774,TOFAS,DOGAN,2013,107926,DEBRIYAJ RULMANI,414,1468
89,2018-05-23,19-YBY-1550,SAAB,S3,2017,162223,BALATA,617,833
90,2018-03-28,71-FKQ-7926,TESLA,T1,2004,11931,DIREKSIYON POMPASI,772,1761
91,2018-07-11,47-HSY-2201,MERCEDES,S600,2013,44661,DIREKSIYON POMPASI,858,505
92,2018-07-04,23-CBU-9599,FIAT,500L,2015,75140,DIREKSIYON POMPASI,711,1748
93,2018-10-20,59-DKK-3436,MERCEDES,E200,2016,39228,BALATA,696,1848
94,2019-09-09,40-OKI-498,TOFAS,KARTAL,2014,196201,DEBRIYAJ RULMANI,670,1501
95,2018-11-19,40-CKU-2182,VOLKSWAGEN,POLO,2016,180926,DEBRIYAJ RULMANI,696,1251
96,2019-03-01,48-CHW-4438,BMW,X5,2010,21516,DIREKSIYON POMPASI,681,562
97,2018-01-11,08-GBK-8257,AUDI,A6,2002,101326,DIREKSIYON POMPASI,643,1275
98,2019-06-16,31-MFH-8332,PEUGEOT,306,2002,50009,DIREKSIYON POMPASI,704,800
99,2018-11-11,68-CIV-6221,BMW,X3,2006,32816,BALATA,563,385
100,2018-07-21,63-HUF-5615,AUDI,A6,2010,10193,DIREKSIYON POMPASI,794,482
101,2019-07-09,68-KMC-9378,AUDI,Q7,2013,45754,DIREKSIYON POMPASI,683,1047
102,2018-10-20,40-YGW-4989,VOLKSWAGEN,POLO,2004,194350,DIREKSIYON POMPASI,772,1107
103,2018-08-08,30-SKA-1339,MERCEDES,C180,2005,60259,DEBRIYAJ RULMANI,594,1135
104,2018-04-20,03-GWE-4185,TESLA,T4,2007,160129,BALATA,455,397
105,2018-04-01,61-ZJM-5249,AUDI,Q3,2001,30186,BALATA,778,1037
106,2018-03-10,59-DTT-4380,VOLVO,V1,2011,126710,DIREKSIYON POMPASI,706,1789
107,2019-01-21,34-UTT-312,VOLVO,V4,2002,19143,DEBRIYAJ RULMANI,632,676
108,2018-09-04,18-LHT-3384,VOLKSWAGEN,POLO,2011,158094,BALATA,458,1170
109,2018-04-01,08-IHM-7760,FIAT,EGEA,2010,11531,BALATA,434,713
110,2018-04-11,78-BME-1470,VOLKSWAGEN,JETTA,2013,118863,DIREKSIYON POMPASI,712,595
111,2019-10-17,27-ETJ-2091,PEUGEOT,306,2001,109265,DEBRIYAJ RULMANI,404,454
112,2019-06-18,65-AAX-3031,FIAT,500,2014,27835,BALATA,430,1400
113,2019-11-26,20-QXZ-91,PEUGEOT,306,2004,133897,DEBRIYAJ RULMANI,476,1390
114,2019-06-09,43-HFQ-3974,VOLVO,V2,2004,139032,BALATA,446,1788
115,2019-02-14,53-KDQ-260,TESLA,T2,2017,70364,BALATA,539,1816
116,2018-08-03,45-WWT-9552,TOFAS,SAHIN,2009,49854,DEBRIYAJ RULMANI,678,1299
117,2019-08-12,78-YUE-1532,VOLVO,V3,2008,110436,BALATA,415,982
118,2019-07-26,39-AFD-4268,VOLKSWAGEN,POLO,2005,157542,DIREKSIYON POMPASI,591,1667
119,2018-05-27,57-JDI-9291,TESLA,T3,2015,109119,BALATA,707,1028
120,2018-02-16,19-ZMQ-9695,BMW,X5,2015,119141,DIREKSIYON POMPASI,536,551
121,2018-03-30,63-HDL-5994,TESLA,T2,2000,158146,DIREKSIYON POMPASI,509,1697
122,2018-06-27,29-EZM-9656,MERCEDES,E200,2011,67042,DEBRIYAJ RULMANI,641,1794
123,2019-08-15,09-GYA-6647,FIAT,500,2005,124713,DIREKSIYON POMPASI,792,753
124,2018-12-25,75-WUF-4599,TESLA,T2,2009,147484,DIREKSIYON POMPASI,617,1101
125,2018-07-28,18-XNL-735,VOLVO,V2,2016,71782,BALATA,447,1932
126,2018-02-14,17-XGR-7974,MERCEDES,S600,2007,154970,BALATA,751,621
127,2019-02-10,43-ZMS-7761,TOFAS,DOGAN,2014,34861,DIREKSIYON POMPASI,709,291
128,2019-09-07,05-BQA-2156,VOLKSWAGEN,POLO,2010,174433,DEBRIYAJ RULMANI,423,1343
129,2018-07-15,62-RBB-5435,BMW,X3,2008,52454,BALATA,439,947
130,2018-05-21,79-KFI-6123,MERCEDES,S350,2010,84892,BALATA,798,650
131,2019-03-10,24-GEB-5279,PEUGEOT,306,2003,141857,BALATA,454,1092
132,2019-12-10,25-WPQ-2071,TOFAS,KARTAL,2011,113277,DIREKSIYON POMPASI,627,880
133,2019-07-17,23-JPL-6111,PEUGEOT,407,2010,146686,DEBRIYAJ RULMANI,567,1413
134,2019-01-12,35-DVV-1733,TOFAS,SAHIN,2001,57679,BALATA,580,1139
135,2018-09-18,34-MEY-5067,SAAB,S4,2017,95074,DEBRIYAJ RULMANI,492,1834
136,2019-11-11,81-HTI-7999,TOFAS,KARTAL,2004,21906,DIREKSIYON POMPASI,697,578
137,2019-01-04,63-UNO-9821,PEUGEOT,206,2014,141224,DEBRIYAJ RULMANI,522,1878
138,2018-12-21,80-PFO-8569,AUDI,Q7,2010,147159,BALATA,696,805
139,2019-05-05,05-MOG-9437,SAAB,S1,2014,11919,DEBRIYAJ RULMANI,667,646
140,2019-12-07,48-ILR-2996,VOLVO,V3,2017,47595,BALATA,494,684
141,2019-05-11,61-HXA-4077,VOLVO,V4,2000,41658,DEBRIYAJ RULMANI,582,1262
142,2018-02-18,02-TAH-982,VOLKSWAGEN,JETTA,2014,132827,BALATA,655,1310
143,2018-10-06,39-DPY-9053,FORD,KA,2007,42214,DEBRIYAJ RULMANI,475,737
144,2019-02-06,20-FGB-2097,VOLKSWAGEN,POLO,2010,131326,DEBRIYAJ RULMANI,460,1681
145,2018-10-27,38-WPA-6985,FORD,FOCUS,2007,65473,DEBRIYAJ RULMANI,491,1767
146,2019-11-10,71-HQH-9715,SAAB,S1,2013,180842,DEBRIYAJ RULMANI,459,347
147,2019-02-19,49-KNP-8108,TOFAS,SAHIN,2008,123057,DEBRIYAJ RULMANI,447,356
148,2018-09-23,41-DZA-8873,VOLKSWAGEN,POLO,2008,189552,DEBRIYAJ RULMANI,437,1685
149,2019-02-03,49-SQP-7197,VOLKSWAGEN,PASSAT,2006,93655,BALATA,449,1968
150,2019-09-06,15-OEF-967,TOFAS,SAHIN,2007,129871,DEBRIYAJ RULMANI,678,857
151,2018-10-01,04-TTF-8664,TESLA,T1,2000,128242,BALATA,678,1417
152,2018-07-29,50-WDA-4678,VOLVO,V2,2009,148473,DIREKSIYON POMPASI,544,1424
153,2019-10-04,11-RBO-5470,MERCEDES,S350,2012,13306,BALATA,677,636
154,2018-04-18,79-QQZ-4850,BMW,X3,2010,90260,DIREKSIYON POMPASI,718,454
155,2018-09-11,39-HBK-2679,FORD,FOCUS,2002,38027,BALATA,728,343
156,2018-04-09,67-EGF-9904,FORD,FOCUS,2011,178171,DEBRIYAJ RULMANI,700,648
157,2018-10-12,54-TXL-8072,VOLVO,V2,2004,91247,BALATA,724,1548
158,2018-05-09,33-APP-6560,VOLKSWAGEN,PASSAT,2000,67522,BALATA,723,1229
159,2018-10-09,56-FJP-7548,BMW,X5,2007,54911,DEBRIYAJ RULMANI,429,1361
160,2019-05-24,44-FXN-7476,TOFAS,SAHIN,2004,178807,BALATA,747,1816
161,2019-09-10,28-MPP-585,VOLVO,V1,2010,146279,BALATA,424,506
162,2018-04-09,54-MAG-5490,PEUGEOT,206,2009,83359,BALATA,648,1335
163,2019-04-27,42-CEP-4904,FORD,KA,2010,46314,BALATA,411,481
164,2019-01-09,22-VWV-2825,BMW,X3,2011,92734,BALATA,716,1390
165,2019-04-22,64-XLF-5850,FORD,FIESTA,2008,32706,BALATA,613,989
166,2019-10-25,28-YBS-7164,VOLKSWAGEN,PASSAT,2002,104810,DIREKSIYON POMPASI,722,1975
167,2019-05-31,67-AXW-7627,FORD,FIESTA,2000,181085,DIREKSIYON POMPASI,783,1060
168,2019-12-05,20-PQK-8400,VOLVO,V3,2016,120625,DIREKSIYON POMPASI,835,485
169,2018-01-02,71-BVP-9572,TESLA,T4,2001,135761,DIREKSIYON POMPASI,557,462
170,2019-03-09,71-SFK-7054,FIAT,EGEA,2000,179031,BALATA,673,260
171,2019-06-06,59-DAL-6277,VOLVO,V1,2010,69782,DIREKSIYON POMPASI,508,560
172,2019-09-15,71-UCN-6076,AUDI,Q3,2000,81945,DIREKSIYON POMPASI,874,371
173,2018-10-15,80-RWE-520,SAAB,S3,2017,152814,DIREKSIYON POMPASI,891,510
174,2018-12-05,80-TQG-9052,FORD,FIESTA,2004,143476,DEBRIYAJ RULMANI,648,1745
175,2018-08-09,27-BJQ-9408,VOLKSWAGEN,JETTA,2017,198195,BALATA,479,1162
176,2018-03-26,43-PLN-2576,BMW,X3,2008,184064,BALATA,673,1399
177,2018-08-14,21-QYA-6508,SAAB,S2,2013,27138,DEBRIYAJ RULMANI,648,1411
178,2019-02-24,04-DWM-6980,VOLVO,V1,2017,137482,DEBRIYAJ RULMANI,428,759
179,2018-08-01,15-DVQ-2250,BMW,X7,2002,19118,DIREKSIYON POMPASI,867,867
180,2019-03-28,06-BDK-2173,BMW,X7,2002,75662,BALATA,488,265
181,2018-08-30,56-FUJ-1979,FIAT,EGEA,2015,54269,DEBRIYAJ RULMANI,458,1747
182,2018-04-20,30-VUT-5641,FIAT,500,2002,137287,DIREKSIYON POMPASI,900,288
183,2018-10-03,69-UGS-2024,FORD,FIESTA,2006,126338,DIREKSIYON POMPASI,619,1990
184,2019-08-12,07-QQY-5940,SAAB,S2,2009,18255,DIREKSIYON POMPASI,808,759
185,2018-02-19,05-QQB-6760,MERCEDES,E200,2007,141505,BALATA,552,1688
186,2019-05-03,51-DUA-7769,FIAT,500,2012,163449,BALATA,536,1531
187,2019-06-20,05-XHK-5521,BMW,X7,2012,44351,DIREKSIYON POMPASI,831,1660
188,2019-04-06,23-YVI-6262,TOFAS,KARTAL,2013,32239,DIREKSIYON POMPASI,717,569
189,2019-10-28,07-GKP-6661,FIAT,500L,2001,119523,DIREKSIYON POMPASI,548,487
190,2019-10-04,32-IDI-7292,VOLKSWAGEN,PASSAT,2014,141039,DIREKSIYON POMPASI,822,927
191,2018-07-03,66-CTG-223,AUDI,Q5,2007,123443,DIREKSIYON POMPASI,624,1630
192,2019-10-26,73-XNX-8098,SAAB,S1,2000,110223,BALATA,773,740
193,2018-09-21,34-JJY-9488,SAAB,S2,2008,67888,DIREKSIYON POMPASI,840,1502
194,2018-06-17,46-HYT-8167,FORD,FOCUS,2001,166041,DIREKSIYON POMPASI,566,560
195,2019-09-07,52-RQU-4953,FIAT,EGEA,2009,68639,BALATA,595,1794
196,2018-04-21,53-ILU-5776,PEUGEOT,206,2006,18919,DIREKSIYON POMPASI,611,1689
197,2019-06-20,35-ZMW-8815,FIAT,DOBLO,2010,22242,DEBRIYAJ RULMANI,402,322
198,2018-06-01,35-KKJ-6202,VOLVO,V1,2013,48296,BALATA,464,1337
199,2018-07-02,25-MCD-2807,FIAT,500L,2001,96316,BALATA,533,732
200,2019-02-14,39-FUH-6088,AUDI,Q3,2014,13630,DEBRIYAJ RULMANI,565,1039
201,2018-10-06,34-URU-3499,AUDI,Q3,2003,16223,DIREKSIYON POMPASI,504,1649
202,2019-11-01,69-CHO-2708,TESLA,T2,2005,64635,DEBRIYAJ RULMANI,571,1932
203,2019-02-02,66-OBM-4277,TOFAS,DOGAN,2011,21069,DIREKSIYON POMPASI,868,361
204,2018-11-16,60-LUO-5837,TESLA,T1,2003,31689,BALATA,708,792
205,2019-03-06,33-JBJ-702,TOFAS,SAHIN,2004,74255,BALATA,603,1955
206,2018-01-04,77-JDR-9883,VOLKSWAGEN,JETTA,2015,135677,DEBRIYAJ RULMANI,495,768
207,2018-07-02,18-GGN-3185,FIAT,DOBLO,2003,93520,DEBRIYAJ RULMANI,502,1211
208,2019-12-21,18-GRN-5409,VOLKSWAGEN,JETTA,2015,178953,DEBRIYAJ RULMANI,663,484
209,2018-10-29,31-EJV-7252,FIAT,EGEA,2011,1970,DEBRIYAJ RULMANI,648,391
210,2018-10-27,45-HDO-1186,AUDI,Q5,2009,131084,BALATA,747,369
211,2018-09-09,51-QRF-1244,PEUGEOT,306,2001,17357,BALATA,593,1088
212,2019-12-10,31-ZAW-1268,TESLA,T1,2009,10453,BALATA,401,462
213,2019-07-29,42-QUI-2174,VOLKSWAGEN,PASSAT,2012,56239,BALATA,798,775
214,2018-02-25,14-KBJ-8213,TESLA,T1,2005,163962,DEBRIYAJ RULMANI,661,619
215,2019-05-10,78-CHO-4022,TOFAS,SAHIN,2006,131142,DEBRIYAJ RULMANI,541,1698
216,2019-04-27,05-RDR-533,PEUGEOT,206,2002,184823,DEBRIYAJ RULMANI,654,620
217,2018-05-22,60-OTZ-5630,TESLA,T3,2005,73738,DEBRIYAJ RULMANI,621,1095
218,2018-03-18,74-EBT-5891,FORD,FIESTA,2002,136348,DEBRIYAJ RULMANI,412,880
219,2019-02-25,34-VQE-4591,FORD,FIESTA,2002,158982,DEBRIYAJ RULMANI,491,1569
220,2019-07-20,80-LCJ-3090,FORD,KA,2009,85825,BALATA,640,326
221,2018-06-24,64-KES-8125,TESLA,T4,2001,92091,BALATA,450,674
222,2019-11-30,68-CQI-6384,FIAT,EGEA,2011,177442,DEBRIYAJ RULMANI,523,1481
223,2018-12-27,07-DBF-4993,AUDI,Q5,2008,90247,BALATA,448,1285
224,2018-03-19,61-JJV-1044,TESLA,T1,2009,149480,BALATA,560,1125
225,2019-02-06,43-OSC-3959,PEUGEOT,206,2004,97822,DEBRIYAJ RULMANI,656,1955
226,2019-12-18,38-RUZ-3069,BMW,X3,2001,168706,BALATA,637,1572
227,2019-06-09,53-KHP-651,AUDI,Q7,2012,117572,DEBRIYAJ RULMANI,465,1945
228,2018-09-10,36-HAF-4951,VOLKSWAGEN,PASSAT,2014,71650,DEBRIYAJ RULMANI,576,1662
229,2018-02-01,12-WCC-5350,SAAB,S4,2010,67977,BALATA,498,458
230,2019-06-02,53-JSO-1775,PEUGEOT,306,2015,59929,BALATA,590,919
231,2019-02-01,37-FXA-8313,FIAT,500,2013,62740,DIREKSIYON POMPASI,781,991
232,2018-01-15,16-VGO-7657,VOLKSWAGEN,PASSAT,2016,33350,DIREKSIYON POMPASI,696,1458
233,2018-12-20,15-FQM-3429,AUDI,Q7,2015,135750,DIREKSIYON POMPASI,802,738
234,2019-05-08,76-AJR-4654,PEUGEOT,206,2000,93455,DIREKSIYON POMPASI,563,1647
235,2019-06-25,06-GDX-6324,FORD,FOCUS,2002,180294,DEBRIYAJ RULMANI,407,495
236,2018-02-28,51-ASV-7838,VOLKSWAGEN,JETTA,2004,86987,DEBRIYAJ RULMANI,660,1153
237,2019-01-04,31-TPT-5987,BMW,X3,2003,150085,DEBRIYAJ RULMANI,510,294
238,2019-02-05,03-GON-6343,FIAT,500,2002,24747,DEBRIYAJ RULMANI,425,379
239,2019-12-28,08-IVQ-8164,BMW,X3,2010,101726,DEBRIYAJ RULMANI,591,1706
240,2019-03-07,49-GAR-2699,TOFAS,SAHIN,2017,195091,DIREKSIYON POMPASI,876,1181
241,2019-10-17,54-AMZ-7576,PEUGEOT,306,2009,165369,DEBRIYAJ RULMANI,406,663
242,2019-04-27,11-IZT-2295,AUDI,Q3,2014,69585,DIREKSIYON POMPASI,850,1922
243,2019-04-09,47-WHZ-2609,TOFAS,KARTAL,2011,160318,BALATA,405,1167
244,2019-06-03,73-XYC-1338,VOLVO,V3,2003,183651,DIREKSIYON POMPASI,523,967
245,2019-08-13,67-LKV-1143,TESLA,T1,2006,148389,DIREKSIYON POMPASI,716,1649
246,2019-12-27,80-BEK-8106,BMW,X5,2010,93700,BALATA,475,896
247,2018-07-01,19-UDS-8592,PEUGEOT,306,2005,13995,DIREKSIYON POMPASI,797,993
248,2018-11-10,54-YOF-6917,VOLKSWAGEN,POLO,2008,153818,BALATA,524,1617
249,2019-03-03,55-GOS-8403,AUDI,A6,2017,62540,BALATA,640,1677
250,2018-04-15,59-RSB-6650,TESLA,T3,2007,154783,DEBRIYAJ RULMANI,592,1380
251,2018-06-20,65-KXA-9259,FORD,FIESTA,2003,162336,BALATA,509,1430
252,2018-01-21,28-NEQ-8564,VOLVO,V1,2001,196226,BALATA,630,564
253,2018-12-22,09-UVY-6965,TESLA,T2,2005,96126,DEBRIYAJ RULMANI,569,518
254,2019-10-31,02-KGU-7595,TESLA,T4,2008,80825,DEBRIYAJ RULMANI,578,1086
255,2019-01-26,81-DZH-6350,SAAB,S2,2003,46369,DIREKSIYON POMPASI,814,690
256,2018-07-26,02-ODN-8498,PEUGEOT,206,2013,49387,DEBRIYAJ RULMANI,531,1711
257,2019-08-02,48-JSJ-8822,BMW,X3,2007,41909,DEBRIYAJ RULMANI,523,1992
258,2019-09-08,09-OZI-6934,VOLVO,V3,2010,7521,BALATA,567,1522
259,2018-01-17,18-DXA-3721,VOLVO,V2,2003,153938,BALATA,423,1358
260,2019-10-18,29-AIX-8082,SAAB,S1,2009,146856,DEBRIYAJ RULMANI,601,1205
261,2018-06-30,32-AKW-9567,MERCEDES,C180,2016,61377,BALATA,635,1970
262,2018-05-04,48-JQN-7933,TOFAS,DOGAN,2014,84858,BALATA,757,1756
263,2019-11-17,48-ZLH-6191,SAAB,S2,2006,106856,DIREKSIYON POMPASI,787,1616
264,2019-06-10,43-HJD-4982,BMW,X3,2003,71659,DEBRIYAJ RULMANI,496,1103
265,2018-07-03,36-SHA-1699,AUDI,A6,2002,80146,BALATA,630,1066
266,2019-09-16,80-RWD-1378,FORD,FOCUS,2001,140712,BALATA,533,450
267,2019-07-22,62-OZX-215,FORD,FOCUS,2000,75301,DIREKSIYON POMPASI,833,558
268,2018-06-06,16-PUC-9494,FORD,FOCUS,2005,24057,DIREKSIYON POMPASI,602,913
269,2019-12-29,68-CDK-2071,VOLKSWAGEN,PASSAT,2003,73791,BALATA,453,1186
270,2019-11-25,15-SAD-534,FORD,FOCUS,2001,48753,DEBRIYAJ RULMANI,690,450
271,2019-07-06,20-QSL-5971,TESLA,T2,2006,44654,DIREKSIYON POMPASI,866,1029
272,2018-08-06,26-UWO-1444,PEUGEOT,407,2002,50518,DEBRIYAJ RULMANI,596,1878
273,2019-02-14,13-SFH-8981,MERCEDES,C180,2014,122186,BALATA,748,1734
274,2018-11-03,65-DWV-1438,TOFAS,DOGAN,2003,10018,DIREKSIYON POMPASI,765,571
275,2018-11-17,16-ADS-6479,BMW,X7,2013,198137,DIREKSIYON POMPASI,756,470
276,2019-01-31,37-FBY-5508,VOLVO,V3,2010,9231,DIREKSIYON POMPASI,730,1542
277,2018-11-06,14-IZV-9831,PEUGEOT,206,2001,37098,DIREKSIYON POMPASI,672,1263
278,2019-01-22,71-ROK-5590,SAAB,S2,2017,59140,DEBRIYAJ RULMANI,421,1341
279,2019-11-20,52-WQG-3903,TOFAS,SAHIN,2008,21076,DIREKSIYON POMPASI,685,1766
280,2018-11-23,41-XFR-8365,AUDI,Q3,2004,147856,BALATA,733,850
281,2018-09-12,72-YRV-4864,MERCEDES,S350,2004,181130,DEBRIYAJ RULMANI,605,892
