id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
44,2019-04-29,05-IVN-8238,FORD,FOCUS,2019-03-18,133069,3105,1003
45,2019-01-15,77-CPW-695,TESLA,T3,2019-01-13,118062,7645,965
46,2019-10-27,53-XFJ-8874,SAAB,S2,2019-01-29,13317,7207,1877
47,2019-12-16,56-WPB-6090,FORD,FIESTA,2019-04-07,77310,8376,269
48,2019-01-21,80-IJJ-8222,VOLVO,V2,2019-01-21,90913,682,807
49,2019-08-23,29-TCI-5193,SAAB,S1,2019-07-26,21244,5375,1847
50,2019-07-23,69-MIF-2435,FIAT,DOBLO,2019-03-09,55173,4541,1380
51,2019-08-04,59-CZP-2799,TESLA,T3,2019-03-15,132140,5356,1567
52,2019-11-16,40-HXQ-7546,FIAT,EGEA,2019-09-23,4560,4647,1111
53,2019-04-01,39-PCV-7479,PEUGEOT,206,2019-02-03,40809,8044,1490
54,2019-12-29,22-PGM-1359,VOLKSWAGEN,JETTA,2019-09-27,196363,7542,482
55,2019-06-02,23-VRG-9135,VOLVO,V4,2019-01-26,145884,6310,1096
56,2019-12-28,41-VJN-9922,MERCEDES,S600,2019-01-18,111570,4783,1045
57,2019-03-10,10-OXW-4990,MERCEDES,C180,2019-03-02,51445,7768,1078
58,2019-07-24,64-TUC-467,AUDI,Q5,2019-04-26,7661,3943,580
59,2019-02-11,39-KUV-1016,PEUGEOT,206,2019-01-11,27084,4955,1732
60,2019-07-15,67-JYW-3815,PEUGEOT,407,2019-06-25,186688,6797,546
61,2019-01-04,70-NAG-5713,TESLA,T2,2019-01-03,27296,2419,1498
62,2019-04-26,32-JVG-4963,AUDI,Q7,2019-01-07,80488,5983,1261
63,2019-07-08,28-YBE-8232,MERCEDES,C180,2019-05-07,110592,6530,563
64,2019-05-10,15-RWL-2825,TESLA,T4,2019-04-02,193590,62,593
65,2019-04-06,08-JJF-4669,FIAT,500L,2019-02-14,86254,6525,912
66,2019-02-07,56-EXK-4626,AUDI,Q3,2019-01-12,76134,1946,1091
67,2019-03-23,29-PSE-8738,PEUGEOT,206,2019-01-28,134867,2398,1537
68,2019-08-10,61-LEL-3867,FIAT,500L,2019-05-02,75544,1030,1002
69,2019-10-18,48-TLF-5459,VOLVO,V4,2019-09-15,193910,3456,962
70,2019-06-11,80-SHN-1420,TESLA,T2,2019-03-24,142738,7209,1508
71,2019-05-01,29-RQD-8226,TOFAS,KARTAL,2019-02-12,27260,7325,703
72,2019-09-15,67-XYU-3584,VOLVO,V2,2019-02-22,12079,6762,851
73,2019-12-12,26-GYI-7196,TESLA,T2,2019-08-18,192463,2997,358
74,2019-08-14,11-JYU-7460,FIAT,500,2019-03-03,92251,6886,1485
75,2019-11-25,02-VVW-7553,TESLA,T4,2019-07-17,130298,9730,1802
76,2019-08-01,53-KDD-6101,PEUGEOT,206,2019-04-08,53201,6846,1463
77,2019-05-08,25-IEY-4045,VOLVO,V4,2019-04-27,99268,9726,1359
78,2019-04-10,34-EQN-7573,FORD,KA,2019-03-26,29355,5568,1796
79,2019-07-16,72-VOX-3964,MERCEDES,S600,2019-04-17,24889,7086,698
80,2019-05-09,56-VUN-703,VOLVO,V4,2019-03-07,106246,2871,779
81,2019-10-19,62-DQH-1323,PEUGEOT,206,2019-01-08,3163,3551,1874
82,2019-09-22,33-OPW-7377,TOFAS,KARTAL,2019-05-14,86322,8657,1558
83,2019-05-22,80-YFG-3140,FORD,FIESTA,2019-05-11,52720,4480,1903
84,2019-08-13,11-EDL-3358,SAAB,S1,2019-02-03,82744,5764,726
85,2019-01-05,03-CSL-9415,SAAB,S2,2019-01-05,19835,5820,1874
86,2019-02-03,66-YFZ-9327,MERCEDES,E200,2019-01-12,73213,8689,1361
87,2019-11-20,77-DKS-6584,MERCEDES,S350,2019-10-16,149158,5606,790
88,2019-06-07,40-BJT-3516,MERCEDES,S600,2019-03-10,95108,815,684
89,2019-04-09,52-IMH-7172,PEUGEOT,306,2019-04-04,170490,443,1420
90,2019-10-09,30-KEW-958,BMW,X7,2019-03-25,10852,1948,1057
91,2019-10-26,55-ONH-5799,TESLA,T4,2019-06-27,28309,7871,1544
92,2019-01-01,37-YEA-1742,FIAT,DOBLO,2019-01-01,139506,9366,1233
93,2019-10-21,54-LQC-951,TOFAS,KARTAL,2019-05-13,32188,631,1801
94,2019-11-13,14-CPU-5934,BMW,X3,2019-01-26,46639,8812,281
95,2019-03-25,55-UYX-6130,AUDI,Q5,2019-03-24,166507,6568,1577
96,2019-01-26,47-PPJ-4432,FORD,FOCUS,2019-01-05,170105,9686,1980
97,2019-09-21,70-HTH-7823,AUDI,Q5,2019-01-29,195652,7125,369
98,2019-08-31,13-YUM-6784,VOLVO,V4,2019-01-20,53519,4531,1686
99,2019-01-26,08-QLN-2344,AUDI,Q5,2019-01-14,34858,7080,1409
100,2019-03-02,14-YRV-8120,VOLVO,V1,2019-02-28,163500,5541,1992
101,2019-09-01,48-DUO-7918,FIAT,500L,2019-08-24,29007,1158,1366
102,2019-07-22,14-XMV-3060,VOLVO,V3,2019-06-23,67768,2527,733
103,2019-06-14,65-LDA-913,SAAB,S4,2019-01-07,190395,9252,714
104,2019-12-19,53-FEN-5251,PEUGEOT,206,2019-03-15,14480,4673,1774
105,2019-10-18,71-TON-7760,VOLKSWAGEN,PASSAT,2019-07-13,103441,2044,1370
106,2019-02-28,24-JPZ-8505,SAAB,S3,2019-01-11,193719,9246,339
107,2019-09-26,13-LZX-8636,PEUGEOT,407,2019-03-22,103616,3545,1967
108,2019-03-02,45-HTD-1604,TESLA,T1,2019-02-26,174885,4049,1921
109,2019-02-01,50-LPE-12,TESLA,T1,2019-01-06,155074,5829,279
110,2019-02-03,17-ILB-2419,SAAB,S1,2019-02-02,65679,4551,1635
111,2019-01-13,81-VYI-9998,VOLVO,V4,2019-01-12,89487,4814,534
112,2019-10-02,12-IKW-1199,AUDI,A6,2019-08-07,94638,9114,304
113,2019-10-04,02-AXW-2854,FIAT,500,2019-05-04,127343,3892,1922
114,2019-07-18,21-UCV-8374,AUDI,Q7,2019-07-03,194733,4075,1341
115,2019-12-28,36-JZB-3486,BMW,X3,2019-03-21,61332,7479,1952
116,2019-12-10,09-LPA-9322,VOLVO,V3,2019-09-04,54995,8636,1224
117,2019-11-02,41-XMH-9449,MERCEDES,S600,2019-09-17,125269,4101,1644
118,2019-11-03,59-GIQ-291,MERCEDES,S600,2019-06-11,106763,6181,1729
119,2019-03-03,62-LDK-8478,VOLKSWAGEN,JETTA,2019-01-19,41663,2271,1812
120,2019-08-20,10-PAG-3586,PEUGEOT,407,2019-02-07,48050,9409,1203
121,2019-06-15,75-SKX-8174,AUDI,A6,2019-02-15,80155,4658,1344
122,2019-10-21,77-WNJ-5429,AUDI,Q3,2019-06-25,105029,9468,875
123,2019-08-19,65-ROS-7345,FIAT,500L,2019-05-28,187731,9455,1138
124,2019-02-22,43-YNJ-3750,MERCEDES,S600,2019-01-15,161965,4475,722
125,2019-10-28,03-KJK-8823,SAAB,S2,2019-03-17,30958,8463,250
126,2019-04-28,07-NQE-6788,FIAT,500,2019-02-06,134430,3211,1349
127,2019-04-24,50-KXF-3261,AUDI,A6,2019-01-04,9359,8663,1417
128,2019-10-12,65-RUE-3024,PEUGEOT,206,2019-01-12,109658,3985,1119
129,2019-10-09,02-NVY-3822,MERCEDES,S600,2019-03-22,160976,9394,1901
130,2019-09-08,51-AVH-1944,TESLA,T4,2019-04-21,52518,488,1225
131,2019-12-19,04-DYF-5064,AUDI,Q3,2019-05-01,142190,9640,1986
132,2019-01-20,78-HYE-2477,FIAT,500L,2019-01-17,102543,2822,1919
133,2019-01-02,31-BOW-2717,PEUGEOT,306,2019-01-02,121157,2121,1206
134,2019-10-21,12-PYH-3356,VOLKSWAGEN,JETTA,2019-04-09,167345,8458,815
135,2019-10-24,43-HPK-3261,BMW,X5,2019-04-28,66509,5496,1301
136,2019-12-17,75-WKR-1398,AUDI,Q7,2019-02-13,93904,2788,1301
137,2019-01-19,74-JCE-5451,VOLVO,V2,2019-01-16,85478,5591,759
138,2019-04-18,31-EHU-3257,VOLKSWAGEN,JETTA,2019-03-08,79869,3007,1759
139,2019-03-01,81-HMW-5390,FIAT,500L,2019-01-11,43302,1509,766
140,2019-03-16,30-WIE-3525,VOLVO,V4,2019-01-12,98701,8269,1162
141,2019-10-16,18-AHW-3724,SAAB,S1,2019-04-16,79412,1305,441
142,2019-08-14,26-UKY-5162,MERCEDES,S350,2019-04-19,25369,1355,1959
143,2019-12-14,70-UDV-2762,VOLVO,V3,2019-05-19,188318,9544,909
144,2019-05-08,48-XBN-5655,AUDI,A6,2019-02-13,39691,75,1580
145,2019-03-03,31-BPE-7993,VOLKSWAGEN,POLO,2019-02-26,48897,3872,1860
146,2019-10-04,57-MBS-692,BMW,X7,2019-03-12,15116,2950,797
147,2019-08-30,47-FDV-9554,TESLA,T1,2019-06-27,127012,3175,1769
148,2019-06-01,74-BLW-4931,MERCEDES,S600,2019-02-17,146285,2096,1298
149,2019-05-03,22-ATC-5618,MERCEDES,C180,2019-03-07,40368,6922,539
150,2019-06-21,58-PDB-6875,TOFAS,KARTAL,2019-03-15,147246,3310,1821
151,2019-12-07,71-QHU-7102,FIAT,EGEA,2019-04-01,145071,7715,1275
152,2019-12-28,34-ADO-797,VOLVO,V1,2019-08-05,65499,6823,1622
153,2019-03-24,42-DAU-9889,FIAT,500L,2019-01-08,158547,6314,1910
154,2019-09-13,26-LKB-2217,FORD,FOCUS,2019-07-10,48030,9462,937
155,2019-08-28,40-NML-9701,AUDI,A6,2019-08-16,23987,5958,1967
156,2019-04-29,60-ZRR-1223,VOLVO,V2,2019-03-22,34728,2897,1716
157,2019-10-22,56-PXH-9872,AUDI,Q7,2019-03-07,93277,3320,529
158,2019-03-24,58-JXH-6109,MERCEDES,E200,2019-01-13,25768,5645,1892
159,2019-08-22,30-WDY-7711,PEUGEOT,306,2019-05-17,6481,6151,936
160,2019-09-06,64-NFX-3540,AUDI,Q3,2019-01-12,71735,9070,1742
161,2019-01-30,30-BQX-1341,AUDI,Q3,2019-01-21,20982,8106,1858
162,2019-12-24,08-ENV-361,MERCEDES,S600,2019-03-22,55412,2704,1562
163,2019-12-21,79-AWQ-2461,TESLA,T4,2019-12-16,192899,4926,1887
164,2019-05-17,67-VCJ-9561,VOLVO,V2,2019-01-19,32581,5080,1936
165,2019-12-16,51-YVC-3781,TOFAS,KARTAL,2019-05-17,95743,4893,1563
166,2019-06-21,48-WXA-1384,TESLA,T1,2019-05-15,78592,8397,585
167,2019-04-08,43-DRP-9943,PEUGEOT,206,2019-01-03,130233,6808,1657
168,2019-12-27,57-KOA-6263,TESLA,T4,2019-01-05,198436,9716,1740
169,2019-09-13,76-UVJ-8944,MERCEDES,S600,2019-01-02,148517,585,1381
170,2019-03-20,26-OKO-3989,MERCEDES,S350,2019-02-18,30972,3642,883
171,2019-06-12,13-IEC-8893,MERCEDES,C180,2019-02-04,182517,1698,573
172,2019-07-14,08-TOQ-7237,VOLKSWAGEN,PASSAT,2019-01-20,161533,2019,1565
173,2019-07-21,81-ITB-3140,FORD,KA,2019-01-09,51151,8310,962
174,2019-08-20,17-ELY-2422,AUDI,A6,2019-04-08,177818,5960,366
175,2019-10-13,12-PDC-5759,BMW,X7,2019-07-31,3984,8272,1496
176,2019-06-15,28-RYW-760,FORD,KA,2019-05-07,11933,3443,526
177,2019-04-18,41-OSI-3309,VOLVO,V3,2019-02-21,11879,3495,1940
178,2019-03-17,25-CRN-3870,BMW,X7,2019-01-24,5765,7781,674
179,2019-04-26,06-ATQ-6825,FORD,FIESTA,2019-03-19,13740,4425,633
180,2019-07-18,79-BUR-5620,TESLA,T4,2019-03-24,31565,2133,998
181,2019-12-08,63-CRZ-3443,FIAT,500L,2019-03-15,73756,3813,1347
182,2019-11-19,39-BSB-4803,MERCEDES,E200,2019-01-24,178047,6200,363
183,2019-01-28,41-PJL-5258,AUDI,A6,2019-01-04,166127,4266,921
184,2019-10-15,29-LVP-389,VOLVO,V1,2019-01-05,19143,3327,1584
185,2019-04-20,16-TZG-2640,SAAB,S2,2019-04-20,46842,4576,1072
186,2019-09-11,10-FJR-5365,PEUGEOT,206,2019-02-11,99175,7105,1613
187,2019-09-17,29-YSJ-6885,PEUGEOT,206,2019-06-26,107662,1304,1337
188,2019-11-03,32-SJY-5679,VOLVO,V4,2019-09-13,31155,3083,438
189,2019-09-14,22-EEM-9231,SAAB,S3,2019-05-04,37527,3029,1234
190,2019-12-30,47-SPO-3034,AUDI,A6,2019-09-29,132966,2562,1210
191,2019-12-11,15-BSR-5553,PEUGEOT,407,2019-06-23,11216,7147,549
192,2019-11-15,22-PSW-5679,BMW,X3,2019-10-31,167762,9248,1276
193,2019-08-09,10-ILA-2088,PEUGEOT,206,2019-02-13,42187,2564,1611
194,2019-11-03,13-USG-9967,VOLVO,V3,2019-02-01,174862,7175,1504
195,2019-12-27,34-KNK-9440,BMW,X3,2019-07-11,4117,3381,1846
196,2019-03-21,63-RNI-1042,FORD,FOCUS,2019-01-13,152585,207,1176
197,2019-12-17,63-XXN-7608,SAAB,S3,2019-02-11,194903,5472,1905
198,2019-11-06,43-ABC-3187,FIAT,EGEA,2019-02-21,128035,7484,869
199,2019-11-17,59-ADJ-6387,PEUGEOT,206,2019-03-19,21221,5721,803
200,2019-07-16,61-QUD-3363,VOLVO,V4,2019-06-11,178785,9524,1714
201,2019-07-13,74-YJM-3426,TOFAS,SAHIN,2019-01-21,188092,3752,859
202,2019-06-25,18-UEK-5780,AUDI,Q3,2019-03-01,133048,5953,336
203,2019-07-01,74-LCB-3698,SAAB,S3,2019-05-22,2506,9136,1639
204,2019-07-29,11-EWW-2667,PEUGEOT,206,2019-01-05,161577,3206,845
205,2019-04-15,61-JLS-1411,PEUGEOT,306,2019-02-04,121538,1860,1632
206,2019-08-02,12-IHH-3926,MERCEDES,C180,2019-06-17,54316,4327,431
207,2019-10-24,55-PZW-4565,TOFAS,SAHIN,2019-09-17,171029,4698,1659
208,2019-03-19,17-IFF-7897,TESLA,T3,2019-01-27,73933,450,321
209,2019-05-05,80-ZEX-9930,SAAB,S2,2019-01-25,71394,638,886
210,2019-09-27,43-KVH-6843,FORD,KA,2019-05-22,171885,2383,819
211,2019-12-02,61-AXJ-5526,MERCEDES,C180,2019-06-12,77064,1421,1708
212,2019-05-31,07-QTJ-4448,FIAT,EGEA,2019-02-04,111125,3681,760
213,2019-12-06,14-TGH-7797,BMW,X5,2019-10-01,37496,4077,939
214,2019-03-05,58-TRZ-7199,AUDI,Q7,2019-02-08,199771,7364,1658
215,2019-05-27,70-CFP-9500,SAAB,S3,2019-04-02,97764,958,888
216,2019-12-24,65-HOH-2386,TOFAS,DOGAN,2019-10-26,139982,7622,1359
217,2019-12-24,27-KHQ-7276,FORD,KA,2019-06-18,149660,2219,1760
218,2019-07-03,56-PVI-6378,FORD,KA,2019-06-28,142629,4567,1765
219,2019-04-10,28-FVM-2276,SAAB,S2,2019-01-10,153125,9749,270
220,2019-04-19,67-MWS-5478,MERCEDES,E200,2019-01-29,41028,6143,1478
221,2019-12-29,45-TZW-8077,BMW,X7,2019-03-11,171803,9779,1614
222,2019-11-24,56-QZA-8989,TESLA,T1,2019-07-24,101770,6720,1300
223,2019-11-12,08-FEK-496,FIAT,EGEA,2019-07-27,100086,5887,1766
224,2019-04-14,15-ZGT-8980,PEUGEOT,206,2019-03-08,45775,8094,937
225,2019-04-25,45-XKM-8189,VOLKSWAGEN,POLO,2019-01-02,22357,8654,282
226,2019-08-01,42-NIW-1479,AUDI,Q3,2019-05-21,123275,8671,1379
227,2019-07-18,74-FWD-139,PEUGEOT,407,2019-02-07,54800,6443,1822
228,2019-05-17,55-LAM-4392,FORD,FOCUS,2019-02-19,62870,7988,551
229,2019-02-24,08-WGH-9730,FORD,FOCUS,2019-02-07,8107,6613,777
230,2019-05-01,54-HEV-3585,AUDI,Q5,2019-01-05,32470,4171,478
231,2019-07-06,12-AOA-4419,FORD,KA,2019-06-13,107200,7369,1621
232,2019-11-10,17-PTG-5115,SAAB,S4,2019-07-07,10849,3610,1525
233,2019-02-04,50-AEG-6238,AUDI,Q3,2019-02-01,40520,2580,344
234,2019-02-06,24-WJK-4428,TOFAS,KARTAL,2019-01-06,146620,6226,806
235,2019-05-04,47-ZZG-2880,VOLKSWAGEN,POLO,2019-01-18,67297,8900,1327
236,2019-12-20,60-IYN-6685,FORD,FOCUS,2019-08-31,120861,7041,922
237,2019-05-26,38-RPL-5777,TESLA,T3,2019-03-01,84004,6146,1621
238,2019-07-30,57-TGY-678,TESLA,T3,2019-03-23,166658,7623,1220
239,2019-11-21,45-YOX-3628,VOLVO,V4,2019-11-10,134320,3259,1198
240,2019-04-06,34-QMN-2849,VOLKSWAGEN,POLO,2019-02-13,71603,6707,803
241,2019-02-03,03-HQS-9448,FORD,FOCUS,2019-01-13,21718,9896,1634
242,2019-01-30,23-LMX-6246,FORD,KA,2019-01-09,7136,824,1431
243,2019-07-18,19-JFE-8898,VOLKSWAGEN,POLO,2019-05-27,157854,341,808
244,2019-05-05,35-ABA-9444,BMW,X3,2019-04-18,179929,9591,1820
245,2019-12-11,68-RFI-9067,SAAB,S4,2019-02-16,97516,7811,1994
246,2019-05-09,76-ZOJ-1414,FORD,FIESTA,2019-03-23,61663,2785,1218
247,2019-03-14,24-LCK-8876,VOLVO,V2,2019-03-11,11357,1781,1760
248,2019-02-04,16-GJC-6796,MERCEDES,S600,2019-01-27,11177,3663,1829
249,2019-12-07,59-BSS-3340,TOFAS,KARTAL,2019-10-16,75831,8749,1299
250,2019-05-15,15-FKR-5481,TESLA,T2,2019-01-17,29868,1330,1928
251,2019-07-22,40-EYQ-6266,VOLKSWAGEN,JETTA,2019-05-09,142674,9698,1226
252,2019-06-18,68-YOE-5400,VOLKSWAGEN,PASSAT,2019-01-01,118215,6200,811
253,2019-10-06,45-TGR-9426,BMW,X5,2019-02-02,16245,220,1733
254,2019-12-05,81-BQV-2616,VOLKSWAGEN,PASSAT,2019-08-13,88032,839,1758
255,2019-05-14,11-BWH-4014,SAAB,S2,2019-02-23,103284,845,1883
256,2019-03-21,47-JNT-6505,FORD,FOCUS,2019-03-15,146791,8182,1810
257,2019-08-11,07-ZQL-9942,FIAT,500L,2019-02-15,183066,7528,1914
258,2019-03-09,76-AQU-7533,BMW,X7,2019-02-03,173540,748,903
259,2019-02-26,65-UEX-6979,MERCEDES,S600,2019-02-20,35544,9935,1273
260,2019-12-17,60-ROG-7973,FORD,KA,2019-08-08,177422,3305,747
261,2019-03-05,13-PVL-4926,VOLKSWAGEN,JETTA,2019-02-13,41600,2580,1063
262,2019-04-26,49-BBT-3815,VOLVO,V2,2019-01-23,108526,5313,1869
263,2019-03-17,66-YPD-8389,FIAT,DOBLO,2019-01-18,39627,4849,1325
264,2020-01-01,57-MRL-1475,BMW,X3,2019-09-25,123518,6940,1958
265,2019-02-12,65-FTQ-9469,AUDI,Q3,2019-02-11,179891,6883,1933
266,2019-01-07,45-IVY-635,TESLA,T4,2019-01-07,135502,737,1468
267,2019-11-09,46-AKI-9033,AUDI,Q5,2019-04-26,182021,3762,1506
268,2019-06-17,39-ZGA-633,BMW,X3,2019-02-19,33136,8800,516
269,2019-06-25,37-JUL-7592,FORD,FOCUS,2019-01-11,151189,4468,830
270,2019-05-24,36-YRU-9979,SAAB,S2,2019-01-02,164783,3967,1946
271,2019-05-14,02-RDK-9203,SAAB,S3,2019-04-03,60229,7057,1001
272,2019-12-16,28-WUZ-1138,FIAT,EGEA,2019-09-16,86426,1566,1854
273,2019-01-03,79-NMW-7605,FORD,FIESTA,2019-01-02,53281,4162,339
274,2019-09-22,13-OYT-8259,PEUGEOT,306,2019-03-10,62809,6140,799
275,2019-08-15,01-BCT-2858,MERCEDES,E200,2019-02-03,59824,1951,689
276,2019-12-24,69-TZI-7822,AUDI,Q5,2019-03-23,137835,9018,949
277,2019-01-04,25-RTL-4517,TOFAS,KARTAL,2019-01-03,95995,9229,414
278,2019-04-16,11-NIX-49,VOLVO,V3,2019-01-15,16939,7312,1937
279,2019-03-14,57-BVD-2876,TOFAS,KARTAL,2019-02-26,105510,3770,997
280,2019-12-01,10-SDO-2013,VOLKSWAGEN,POLO,2019-07-27,128167,4810,622
281,2019-07-26,80-WFJ-537,VOLKSWAGEN,POLO,2019-04-17,126622,606,831
282,2019-12-06,29-BAU-7750,SAAB,S4,2019-04-13,138611,3634,385
283,2019-06-11,32-TWS-6040,FIAT,EGEA,2019-05-02,148142,1298,1141
284,2019-06-12,34-PUN-6564,SAAB,S2,2019-04-20,68403,1598,1454
285,2019-03-16,69-KBJ-3644,PEUGEOT,407,2019-01-09,4966,9226,1520
286,2019-10-05,71-TIL-2320,TOFAS,KARTAL,2019-03-10,88046,5265,1182
287,2019-05-27,66-FQX-2993,SAAB,S2,2019-02-18,142651,2413,1225
288,2019-02-17,15-QVM-4645,FORD,FIESTA,2019-01-21,122256,8368,683
289,2019-12-30,11-XVN-3363,PEUGEOT,206,2019-01-08,160137,8342,260
290,2019-07-17,61-WYM-937,BMW,X5,2019-05-10,1147,899,1482
291,2019-11-01,14-EIW-3451,AUDI,Q5,2019-08-28,93008,3741,1268
292,2019-02-20,34-NJR-9798,FIAT,DOBLO,2019-01-14,108336,6960,960
293,2019-10-29,12-BGD-1093,TESLA,T4,2019-10-26,46123,839,902
294,2019-02-13,43-JPY-3251,SAAB,S2,2019-01-19,98261,3592,1628
295,2019-12-10,28-CLL-3469,VOLVO,V4,2019-03-09,138826,1135,1578
296,2019-06-30,06-LFI-3705,AUDI,Q5,2019-04-03,114761,6417,1296
297,2019-08-03,74-DBJ-7296,FIAT,500,2019-03-30,150130,1805,1264
298,2019-12-12,79-CRK-2654,VOLKSWAGEN,PASSAT,2019-05-18,188472,115,1776
299,2019-04-17,38-VGH-6212,SAAB,S2,2019-01-02,169566,9881,1475
300,2019-03-10,35-YDA-1931,TOFAS,SAHIN,2019-02-28,22456,6604,1761
301,2019-01-31,26-THH-220,AUDI,Q5,2019-01-11,155786,4493,1746
302,2019-05-29,30-AQJ-8235,SAAB,S2,2019-03-13,11259,3928,1432
303,2019-07-04,19-XOV-476,VOLKSWAGEN,PASSAT,2019-02-13,26238,2795,916
304,2019-10-27,78-IGZ-2336,TOFAS,SAHIN,2019-06-13,197836,1285,1838
305,2019-08-15,74-PKF-7684,FORD,KA,2019-07-31,174971,8171,1613
306,2019-01-12,06-RGW-3078,MERCEDES,S350,2019-01-08,125207,4879,1941
307,2019-02-04,57-ZZK-3745,FORD,KA,2019-01-08,185859,6577,1634
308,2019-06-16,37-SXH-4101,FORD,FOCUS,2019-04-03,133023,9978,1562
309,2019-02-07,41-KIJ-419,AUDI,Q7,2019-01-16,79286,1526,1771
310,2019-08-31,70-BWN-9043,TESLA,T2,2019-06-22,188422,9558,1709
311,2019-07-24,72-TTM-8855,SAAB,S2,2019-01-23,95291,1343,1200
312,2019-10-24,54-MOW-5336,VOLVO,V1,2019-01-12,5064,9478,549
313,2019-12-01,04-QMM-6126,SAAB,S3,2019-01-17,54797,6421,919
314,2019-04-25,67-VZA-3430,AUDI,A6,2019-01-28,53895,7255,403
315,2019-06-02,36-DZI-8194,FORD,KA,2019-01-22,140402,5548,1112
316,2019-09-14,65-EVK-1045,FORD,KA,2019-09-06,59318,9344,1971
317,2019-02-19,30-HPX-3264,VOLVO,V2,2019-01-25,197508,898,1147
318,2019-12-23,38-TKB-9698,VOLVO,V3,2019-09-03,36372,588,1318
319,2019-07-21,26-JYQ-645,BMW,X7,2019-06-22,13492,4831,1954
320,2019-06-24,62-KFS-4968,VOLKSWAGEN,PASSAT,2019-03-29,144052,9510,1030
321,2019-06-30,47-GYN-5670,VOLVO,V4,2019-03-05,82175,8838,985
322,2019-01-19,47-NIW-8033,MERCEDES,S350,2019-01-15,35365,472,1193
