id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
25,2018-03-02,49-BFV-3031,FIAT,500,2017,114721,8111,1516
26,2018-05-28,09-QGT-8597,PEUGEOT,306,2014,93240,6390,667
27,2019-08-08,04-LCX-7596,VOLVO,V4,2014,179718,4067,1578
28,2019-04-12,42-KNR-1273,PEUGEOT,407,2002,50877,8545,554
29,2019-09-11,54-UPT-7573,VOLKSWAGEN,POLO,2016,38485,4740,1189
30,2019-11-07,67-SKG-6863,FIAT,EGEA,2013,134273,1877,571
31,2019-05-31,64-CTO-7023,MERCEDES,C180,2011,189026,2748,381
32,2019-08-05,45-SQC-1975,FIAT,DOBLO,2012,184527,5922,898
33,2019-08-25,24-JMV-3158,FIAT,500L,2012,151843,8461,935
34,2019-08-12,42-DHW-9956,AUDI,A6,2012,128647,3175,1354
35,2018-12-18,24-DNJ-9118,SAAB,S2,2010,71192,9829,1403
36,2018-07-20,42-JMC-4483,VOLKSWAGEN,PASSAT,2003,113879,282,1433
37,2018-08-13,10-XCT-4408,PEUGEOT,206,2009,172036,9819,1255
38,2019-12-27,18-TBD-2068,TOFAS,DOGAN,2003,156710,264,572
39,2018-10-09,35-NYG-5522,VOLKSWAGEN,JETTA,2011,99314,1277,1828
40,2019-10-10,33-RBT-847,VOLVO,V2,2015,178104,9673,1212
41,2019-07-19,42-OWT-5610,VOLVO,V4,2017,143544,7573,1496
42,2018-01-06,13-QST-4435,VOLVO,V2,2007,187675,6433,712
43,2018-03-27,74-FFU-8111,PEUGEOT,407,2014,88477,4509,1166
44,2018-03-22,12-ZSE-2210,BMW,X3,2013,131118,4135,1834
45,2019-07-11,47-YYY-990,SAAB,S2,2008,130687,8462,1245
46,2019-12-22,61-KOV-8747,VOLVO,V4,2001,83298,8239,1440
47,2019-04-28,16-UDK-5065,PEUGEOT,407,2014,39368,2800,1557
48,2019-04-11,70-PKN-336,BMW,X3,2007,144795,7079,1140
49,2018-07-13,61-XRP-6728,SAAB,S3,2009,12408,4866,1728
50,2019-04-07,19-RAA-65,AUDI,Q7,2010,108153,2397,1919
51,2018-07-23,48-ESZ-2856,VOLVO,V3,2006,84508,2255,1364
52,2019-03-19,55-EDK-8223,AUDI,Q5,2013,86473,273,346
53,2018-11-11,55-UJH-4449,FORD,FOCUS,2003,99124,6527,313
54,2019-12-17,59-YCM-7244,TOFAS,DOGAN,2014,21013,1895,912
55,2018-08-06,31-CYA-1303,FIAT,500,2007,51968,6005,469
56,2019-11-09,23-OMP-4830,SAAB,S2,2014,139827,9471,1698
57,2018-12-04,65-JHU-8508,PEUGEOT,206,2003,19721,137,1972
58,2019-08-03,72-NQD-3392,FIAT,500,2004,37382,1711,713
59,2019-08-20,20-DHH-5131,TESLA,T1,2015,144465,4984,441
60,2018-05-31,68-MLL-9837,VOLVO,V1,2011,34036,1003,637
61,2018-10-16,07-SCS-3351,AUDI,Q5,2013,152331,9804,1496
62,2018-04-16,75-OYO-9071,PEUGEOT,407,2006,138447,630,710
63,2019-01-15,73-JDN-1783,BMW,X7,2000,84901,906,1741
64,2018-08-30,14-MOI-8546,TOFAS,SAHIN,2014,149362,4987,1114
65,2019-05-22,41-DMG-9880,TOFAS,DOGAN,2000,129494,2028,1841
66,2018-03-27,41-RDY-611,TOFAS,SAHIN,2011,191704,5176,1297
67,2018-11-22,44-WFE-6641,PEUGEOT,206,2015,186277,9454,849
68,2019-04-04,28-GBD-7972,SAAB,S4,2017,102056,5546,402
69,2018-03-12,47-GKF-5743,MERCEDES,S350,2005,48064,8155,663
70,2018-10-30,07-TOT-1348,SAAB,S3,2013,165606,4713,773
71,2019-11-03,07-XNB-3314,FIAT,DOBLO,2001,48873,7212,1185
72,2019-12-06,49-WUL-6985,VOLKSWAGEN,JETTA,2003,28408,5256,1585
73,2018-07-21,31-OTD-633,SAAB,S4,2010,145672,5149,275
74,2018-05-23,81-QNQ-9557,FIAT,500L,2014,6612,3625,733
75,2018-04-28,19-SKA-6781,VOLKSWAGEN,JETTA,2017,100676,7976,540
76,2018-07-25,73-MIQ-6329,TESLA,T1,2015,72976,2294,251
77,2018-02-02,09-HSL-1223,TESLA,T3,2013,192650,3209,1528
78,2018-05-03,11-VNP-6278,SAAB,S3,2015,7284,3695,1163
79,2018-09-29,15-AVW-2002,TOFAS,SAHIN,2013,155478,9930,981
80,2019-11-25,75-SWV-6902,TESLA,T4,2015,161503,8382,1213
81,2019-04-02,27-CYM-3409,BMW,X3,2011,85383,5952,1147
82,2019-10-09,69-OSU-9794,SAAB,S3,2002,71295,2410,1305
83,2019-10-04,40-MMQ-9562,SAAB,S3,2003,33577,3187,1437
84,2018-08-04,32-YFZ-5096,PEUGEOT,206,2001,144935,4262,498
85,2019-11-03,26-WYY-4053,PEUGEOT,306,2001,59664,4446,1207
86,2019-09-15,46-FUW-4052,VOLKSWAGEN,JETTA,2001,166676,4488,1740
87,2019-02-21,75-YPY-1273,PEUGEOT,206,2008,171831,8362,287
88,2019-04-16,43-YQA-3922,PEUGEOT,206,2013,144067,4238,1171
89,2019-10-05,77-ICY-5450,PEUGEOT,407,2016,114878,9751,1587
90,2018-01-02,76-FMO-1639,TOFAS,SAHIN,2003,43883,2531,270
91,2019-11-25,53-FLH-7222,VOLKSWAGEN,POLO,2003,146106,1982,366
92,2019-08-13,16-HRQ-5240,TESLA,T2,2016,169724,6532,1139
93,2018-05-24,42-KMW-6454,TESLA,T2,2017,21017,9470,282
94,2018-02-01,56-WZB-8667,FIAT,DOBLO,2009,174775,9407,1702
95,2018-06-19,50-WJQ-4543,AUDI,A6,2016,3409,8882,472
96,2018-02-01,41-ROQ-2901,FIAT,500L,2013,131308,1206,628
97,2018-07-09,70-ICL-9148,BMW,X5,2008,53017,8460,940
98,2019-07-05,53-IPH-6509,AUDI,Q3,2008,117826,5168,1235
99,2018-09-30,11-OKM-6047,BMW,X5,2000,41018,188,1996
100,2019-06-29,24-DPA-2099,BMW,X3,2006,54481,3744,1994
101,2019-03-01,21-BGT-370,MERCEDES,E200,2016,150024,9269,769
102,2019-01-13,14-XVA-2787,VOLVO,V4,2000,84503,9687,933
103,2018-04-13,74-SPH-4439,FIAT,EGEA,2010,193178,8585,1386
104,2018-10-26,25-MTL-3101,PEUGEOT,206,2009,179322,7859,1126
105,2018-05-03,27-LQC-5335,TOFAS,KARTAL,2017,152262,5386,620
106,2018-11-19,20-NQQ-4605,SAAB,S1,2007,54933,4840,1009
107,2018-04-20,21-ESM-5580,VOLKSWAGEN,POLO,2009,28768,8721,341
108,2019-01-16,72-LHK-5427,PEUGEOT,407,2008,24606,2039,1422
109,2019-06-29,79-HNW-6418,TESLA,T2,2009,144949,6022,1309
110,2018-04-19,02-QYD-5556,BMW,X3,2013,149776,4725,1767
111,2018-07-09,81-HWF-1627,FIAT,500,2002,90606,4330,735
112,2018-12-28,48-BWF-8694,BMW,X5,2013,43114,1963,1219
113,2019-09-29,20-USM-5137,MERCEDES,E200,2002,171736,6979,419
114,2019-12-18,04-KNJ-4223,SAAB,S3,2008,142852,6360,1537
115,2018-05-13,26-ZKJ-9005,TOFAS,KARTAL,2001,123407,8098,870
116,2019-11-22,44-EQJ-7666,VOLVO,V3,2008,149337,4220,834
117,2018-05-15,28-VQE-6451,MERCEDES,S350,2015,34532,4938,466
118,2018-10-02,49-HVU-2262,AUDI,A6,2000,180209,5108,1073
119,2019-02-23,21-RZL-7556,VOLKSWAGEN,POLO,2010,187519,3951,496
120,2018-02-06,37-TZA-824,FORD,FIESTA,2015,84542,3313,252
121,2018-10-29,43-RCK-3279,TOFAS,SAHIN,2011,25694,9690,840
122,2019-01-28,41-PUW-6844,MERCEDES,C180,2006,38960,6117,1635
123,2018-10-07,21-JVF-6233,AUDI,Q3,2003,96656,4222,1912
124,2018-01-30,34-DOV-4427,BMW,X5,2013,84958,9035,1691
125,2019-02-06,80-UUL-8499,SAAB,S3,2006,163221,7381,445
126,2018-08-01,36-DTS-3861,PEUGEOT,407,2002,120020,4249,469
127,2018-04-09,46-GUE-3461,AUDI,Q7,2004,69008,1504,754
128,2018-09-29,71-ZPU-6958,VOLVO,V2,2007,101782,2118,1626
129,2019-12-01,06-KXP-7289,FORD,FOCUS,2017,14757,4767,802
130,2019-07-14,05-ECQ-6619,TESLA,T3,2009,86029,6571,643
131,2019-01-11,30-CZJ-1186,FORD,KA,2013,198666,4471,1403
132,2018-04-26,16-YFU-3600,MERCEDES,E200,2008,93047,4725,452
133,2019-03-30,55-JJX-3430,TOFAS,DOGAN,2009,113887,7423,788
134,2018-07-16,69-DWU-7244,FORD,FIESTA,2007,6954,753,767
135,2018-11-01,79-CQA-9768,MERCEDES,C180,2011,145528,4401,1664
136,2018-10-12,38-FWC-9742,AUDI,Q7,2011,79656,593,634
137,2018-09-02,30-ZTY-7129,FIAT,EGEA,2012,27179,4500,1749
138,2018-05-07,25-NSK-3872,VOLKSWAGEN,POLO,2013,162271,79,649
139,2019-12-21,52-VHS-4297,BMW,X5,2001,150208,3066,830
140,2019-01-27,68-IFH-8226,PEUGEOT,407,2017,26984,4754,1036
141,2018-06-08,30-FIG-4066,FIAT,500,2000,42176,1263,897
142,2019-02-11,62-BLT-802,PEUGEOT,306,2015,57053,7728,1291
143,2019-05-20,36-YMH-5649,PEUGEOT,407,2011,125149,4798,1386
144,2019-09-20,31-KOK-8715,TOFAS,DOGAN,2001,74284,268,1484
145,2018-04-25,10-XVB-9427,FIAT,EGEA,2012,141970,590,1058
146,2019-02-17,61-ZFR-5861,TOFAS,DOGAN,2014,120762,4274,311
147,2018-11-05,65-JRZ-9082,SAAB,S1,2007,166129,3990,1310
148,2018-09-08,25-LWR-2377,PEUGEOT,407,2001,177959,2019,1294
149,2018-08-27,64-GFQ-1582,TOFAS,SAHIN,2007,137994,3317,1448
150,2019-03-12,38-HQB-5213,PEUGEOT,407,2005,173711,166,583
151,2018-12-06,63-BWZ-3808,VOLVO,V2,2015,36539,7633,328
152,2019-01-31,67-LME-6484,VOLVO,V3,2015,29783,6441,1407
153,2019-07-03,05-MEI-6154,TESLA,T4,2014,111505,9404,1056
154,2018-07-26,78-AUB-3884,BMW,X7,2008,14514,4787,1210
155,2019-05-07,02-SYP-8165,FORD,FIESTA,2016,50377,502,767
156,2019-03-04,18-SPE-1216,SAAB,S2,2014,170483,1100,1999
157,2019-09-06,81-AHY-8287,BMW,X7,2008,14804,1945,389
158,2018-08-17,41-ERI-7531,TOFAS,DOGAN,2000,40210,7185,1095
159,2019-12-08,16-JUR-6393,BMW,X7,2015,173681,1781,974
160,2019-11-24,80-LTI-4250,TOFAS,DOGAN,2015,52403,7520,1267
161,2018-05-12,60-ULN-8542,PEUGEOT,206,2007,135673,9627,1414
162,2018-09-26,20-VIO-7178,PEUGEOT,306,2016,136915,5434,1593
163,2018-04-12,46-YVJ-2896,TESLA,T4,2003,26183,6178,740
164,2019-09-08,21-TVI-5208,PEUGEOT,206,2004,26058,1796,940
165,2018-11-13,01-NYB-4102,MERCEDES,C180,2005,6135,4277,879
166,2019-09-04,41-EIL-7313,VOLVO,V1,2008,25108,5430,290
167,2019-05-02,39-OAK-7684,VOLVO,V2,2009,98474,172,1047
168,2019-04-14,21-FBV-1899,AUDI,Q7,2001,60813,1008,920
169,2020-01-01,61-FWZ-5575,VOLVO,V1,2000,186474,533,1659
170,2018-03-06,56-RDH-2542,TESLA,T3,2002,28801,5947,1305
171,2019-04-14,21-MMC-7221,FIAT,500L,2008,80649,8797,1382
172,2018-06-15,81-VNH-6294,TOFAS,SAHIN,2016,195245,6823,308
173,2018-12-22,58-EGN-8058,PEUGEOT,206,2007,78541,9127,1480
174,2018-07-23,45-GSM-222,PEUGEOT,407,2013,112521,2934,1411
175,2019-09-27,36-DOI-7422,MERCEDES,E200,2004,74052,5603,1299
176,2019-01-31,35-ZTO-6815,TESLA,T1,2012,129599,6857,1177
177,2019-02-03,27-UQW-312,VOLVO,V2,2006,148764,2305,1429
178,2019-03-30,60-SNS-2754,VOLVO,V2,2015,116767,2146,977
179,2018-01-19,40-XAT-8101,MERCEDES,S350,2014,86013,2537,439
180,2018-09-27,61-ORV-1015,PEUGEOT,407,2009,115213,353,1339
181,2019-03-09,04-RRK-5065,MERCEDES,S600,2015,149709,1181,1605
182,2019-05-12,65-KRC-6371,BMW,X5,2007,86887,4026,1115
183,2018-10-25,21-RCN-263,PEUGEOT,306,2012,128537,8335,1849
184,2018-09-25,16-SCA-9744,AUDI,Q7,2015,177794,4672,347
185,2018-11-11,19-TSD-7852,MERCEDES,S600,2006,154632,6440,250
186,2019-04-23,45-XWJ-3719,BMW,X5,2000,7412,4911,826
187,2019-11-09,77-DFQ-271,TOFAS,KARTAL,2001,65914,2711,308
188,2019-05-07,07-KWH-4575,TOFAS,SAHIN,2011,184195,7960,1932
189,2018-11-03,42-MIT-8262,TOFAS,KARTAL,2010,109307,2361,1286
190,2018-11-02,52-AFI-9178,TESLA,T4,2009,16467,8180,1538
191,2018-11-14,04-FKD-8616,BMW,X3,2004,160890,8071,1798
192,2018-10-16,05-ZYL-7727,FORD,FOCUS,2008,165090,811,710
193,2018-03-03,31-CSS-3479,VOLVO,V3,2003,187616,3691,779
194,2018-08-16,59-ENG-3667,BMW,X7,2007,127122,7307,1134
195,2019-09-28,14-TUK-8383,MERCEDES,E200,2013,184456,9529,1896
196,2018-07-02,51-FVG-1649,SAAB,S4,2012,138062,4249,1172
197,2019-08-04,12-VDY-655,BMW,X3,2013,27358,7431,1874
198,2018-03-16,69-TKS-2300,SAAB,S3,2012,80321,3952,1083
199,2018-09-22,15-IFJ-9322,PEUGEOT,206,2000,111812,5875,724
200,2018-09-17,34-NKD-5566,FIAT,500L,2005,45065,2769,1393
201,2018-11-21,70-YTQ-4115,PEUGEOT,306,2012,148734,9413,741
202,2019-06-07,63-PTJ-8555,FIAT,500,2003,52866,4933,465
203,2019-03-11,75-BFJ-2983,VOLKSWAGEN,PASSAT,2001,4864,6685,1852
204,2018-06-06,49-OUR-7640,PEUGEOT,407,2001,190822,2387,837
205,2018-10-18,73-RXT-6127,AUDI,Q7,2010,136487,3133,409
206,2018-01-01,04-WHM-7591,MERCEDES,S600,2013,182597,8232,1239
207,2018-11-17,39-FGO-5478,TESLA,T2,2000,125859,7459,407
208,2018-11-22,79-ROX-949,BMW,X5,2015,172415,3063,965
209,2019-08-22,31-CLZ-9727,PEUGEOT,206,2016,182188,4063,812
210,2018-02-01,69-VUU-6373,BMW,X5,2006,127609,9088,1442
211,2019-02-10,44-CQC-6048,AUDI,A6,2002,156655,4925,744
212,2019-01-11,56-YMI-6506,AUDI,A6,2008,95670,1768,1349
213,2018-02-22,19-VBN-7612,BMW,X3,2008,72984,6006,1834
214,2019-03-09,28-FLD-3927,VOLVO,V4,2003,39981,9508,1155
215,2019-09-02,04-UZX-4208,FIAT,500,2007,86915,2268,1356
216,2018-10-15,75-BBE-9981,SAAB,S3,2011,99734,5905,846
217,2019-02-12,24-TIL-8885,AUDI,Q3,2013,88978,1651,1879
218,2019-12-21,48-JCR-1008,FORD,FOCUS,2011,128463,1730,1823
219,2018-10-28,75-SXN-3654,FIAT,DOBLO,2006,43851,839,1020
220,2019-05-17,73-BCL-2465,VOLKSWAGEN,POLO,2001,104284,4385,371
221,2018-07-05,26-IKG-5357,PEUGEOT,206,2003,107510,495,768
222,2018-05-10,10-KVX-3493,MERCEDES,S350,2004,100596,6517,357
223,2019-10-11,31-ANX-9615,BMW,X5,2014,139101,562,1284
224,2018-06-18,30-PUX-3502,VOLVO,V4,2015,119951,3327,603
225,2018-11-06,15-EPM-6730,FIAT,500L,2007,156880,8379,417
226,2018-03-16,01-AWD-4330,SAAB,S1,2014,188717,2642,1077
227,2018-07-05,32-MGU-6110,SAAB,S1,2010,104272,1851,1131
228,2019-10-22,21-FGO-2634,VOLVO,V3,2014,5598,9720,1734
229,2018-06-19,41-FSI-2813,FORD,FOCUS,2009,93244,8442,1103
230,2019-12-25,37-RKS-122,TOFAS,KARTAL,2007,70209,6331,1852
231,2018-10-09,03-MTM-6711,SAAB,S2,2005,121453,453,1025
232,2018-11-14,56-LOI-9224,VOLVO,V3,2003,94264,8665,783
233,2019-08-15,71-PGO-4315,TESLA,T1,2011,196476,2002,583
234,2018-06-26,02-SGO-6761,PEUGEOT,206,2003,37479,8708,1430
235,2019-03-05,66-YCZ-8728,FORD,FIESTA,2011,46720,9908,1270
236,2018-12-30,64-AOU-7407,FORD,FOCUS,2004,156852,3388,411
237,2019-07-07,61-XTQ-3711,BMW,X5,2017,110768,2783,1265
238,2018-11-05,74-THS-8192,TESLA,T4,2005,26882,2501,1507
239,2019-01-31,55-EWC-139,VOLKSWAGEN,PASSAT,2008,70096,8096,1556
240,2018-01-21,18-PYC-1770,SAAB,S1,2008,6234,2398,1472
241,2018-11-24,18-JYC-5541,BMW,X3,2008,136084,4686,1561
242,2019-03-21,49-JIK-363,PEUGEOT,306,2004,162199,8095,1821
243,2019-06-06,05-JHE-79,AUDI,Q3,2008,30750,8242,612
244,2019-07-21,26-KMI-8513,VOLKSWAGEN,PASSAT,2003,49131,3746,959
245,2018-07-28,24-CLD-7110,VOLVO,V3,2012,27962,6814,1823
246,2018-11-20,67-XSB-2378,SAAB,S2,2006,6015,4339,396
247,2018-01-29,77-HND-4706,FIAT,500L,2001,72024,6910,1368
248,2018-05-04,08-EOZ-7861,SAAB,S3,2003,192425,5455,1653
249,2018-01-01,17-WUI-8191,VOLKSWAGEN,POLO,2012,149075,8037,1417
250,2019-02-19,63-WGG-8405,FIAT,EGEA,2005,194835,9090,360
251,2018-11-28,23-GSH-8247,AUDI,Q7,2017,22535,9577,1069
252,2019-06-27,30-MEA-5500,AUDI,Q3,2010,54391,9602,1201
253,2018-08-11,10-HWT-3851,FIAT,EGEA,2003,155976,5656,1042
254,2019-08-24,36-XPV-3045,PEUGEOT,206,2009,194205,6060,754
255,2019-09-29,60-VGK-7313,MERCEDES,C180,2000,183844,4156,1586
256,2019-06-20,71-BCK-936,FIAT,DOBLO,2004,14912,7260,1904
257,2018-08-28,46-EEL-4611,BMW,X7,2013,13582,9621,1436
258,2018-02-14,02-GBQ-744,AUDI,Q5,2016,136086,6280,1099
259,2019-12-22,37-XPO-864,TESLA,T1,2014,74958,8088,1131
260,2018-09-19,77-FWC-5359,FORD,KA,2010,130184,5378,984
261,2018-11-13,51-MFL-3893,AUDI,Q7,2015,88526,3367,1224
262,2019-08-14,31-DGG-5373,FIAT,DOBLO,2012,64149,8965,1667
263,2019-01-12,36-IDR-1867,FORD,KA,2016,191348,2832,1232
264,2018-08-08,20-EUF-7086,FORD,KA,2005,51125,7629,1087
265,2018-10-20,23-FQM-844,VOLVO,V1,2006,77065,65,1880
266,2018-05-16,42-ACE-9026,TESLA,T1,2002,47900,8437,1747
267,2018-10-01,63-IFL-4259,FORD,FOCUS,2013,149014,2071,1229
268,2018-09-10,67-PPL-4119,TOFAS,DOGAN,2006,142138,1328,1628
269,2018-03-24,74-ZHN-1058,PEUGEOT,407,2012,128050,6950,373
270,2018-10-10,54-ESU-6957,PEUGEOT,306,2005,82329,6184,1426
271,2018-08-27,62-ONV-7644,FORD,FIESTA,2005,109936,1682,1278
272,2018-01-05,68-PHL-9165,FIAT,500,2006,106517,7525,1171
273,2019-09-03,35-SIJ-9109,PEUGEOT,407,2013,87337,3602,319
274,2019-03-10,43-VMY-8161,BMW,X7,2002,161917,9396,1651
275,2018-12-23,63-SXD-4122,MERCEDES,E200,2001,42665,649,1436
276,2019-03-14,66-YZQ-9821,SAAB,S1,2013,104637,6902,1287
277,2019-02-09,39-FXF-1678,TESLA,T4,2008,2142,2052,286
278,2019-07-23,78-FIE-3294,VOLVO,V4,2017,65299,6250,1098
279,2019-09-28,57-SSR-5081,MERCEDES,S350,2016,51867,6113,1246
280,2019-12-28,17-VEH-2984,TOFAS,SAHIN,2005,57996,4415,777
281,2018-01-27,64-ONZ-4315,VOLKSWAGEN,JETTA,2012,191820,8510,1623
282,2019-12-21,48-ZYC-8344,TOFAS,DOGAN,2009,101993,4255,579
283,2018-12-27,44-HTG-5060,MERCEDES,E200,2011,107993,318,544
284,2018-03-09,28-VZN-966,FORD,FIESTA,2001,176256,2845,1905
285,2019-02-21,81-PZP-9948,TOFAS,DOGAN,2009,176625,6458,519
286,2019-01-25,04-MLC-3508,VOLKSWAGEN,PASSAT,2015,55435,3092,648
287,2018-01-06,54-NMX-8625,FIAT,500L,2002,195670,4137,301
288,2019-08-03,04-ACT-6176,VOLKSWAGEN,POLO,2017,127522,6277,991
289,2018-09-15,33-CTV-8150,PEUGEOT,206,2001,46239,9618,467
290,2018-10-19,69-WUT-3675,SAAB,S1,2004,117460,5715,702
291,2018-09-03,69-FQX-6509,TESLA,T3,2017,162191,489,532
292,2019-05-10,41-JDD-9936,FORD,KA,2002,72420,4745,1212
293,2019-08-17,22-CIG-3599,VOLVO,V2,2004,102083,8611,1185
294,2019-08-28,58-FMR-5299,FIAT,DOBLO,2014,197397,1078,434
295,2018-12-21,17-FWX-3236,TOFAS,SAHIN,2007,159613,3111,1195
296,2018-02-13,64-PAR-3573,TOFAS,DOGAN,2004,31196,7579,1595
297,2019-03-05,31-GAP-1926,VOLKSWAGEN,PASSAT,2009,182266,720,250
298,2018-01-04,25-FUU-9494,PEUGEOT,206,2011,7424,4256,347
299,2018-07-19,01-WVR-456,SAAB,S3,2001,175002,5979,370
300,2018-01-17,67-YLV-5907,FIAT,500L,2004,97855,4944,716
301,2019-06-20,04-NSZ-2771,SAAB,S4,2017,95532,7426,1236
302,2018-04-14,73-THT-1901,BMW,X3,2015,71735,3060,1271
303,2019-05-27,45-ICB-7319,TESLA,T1,2009,96894,1605,1959
304,2019-06-29,37-JLF-1862,PEUGEOT,206,2004,48944,1861,960
305,2018-07-09,62-NGY-4859,BMW,X7,2012,2064,8858,1717
306,2018-03-21,62-WMT-8370,PEUGEOT,206,2000,41993,2612,531
307,2019-05-03,48-DVU-5635,FIAT,EGEA,2006,17087,7139,1010
308,2019-07-02,53-YTX-9450,VOLVO,V3,2011,174472,6031,1100
309,2018-07-13,63-RRY-2392,FIAT,500L,2016,196864,7597,1246
310,2019-05-20,70-IPW-495,VOLVO,V2,2011,155925,409,1589
311,2018-09-03,40-EOQ-7130,FORD,KA,2014,2526,2827,1236
312,2019-06-19,66-NEL-7204,VOLVO,V4,2008,74975,4104,369
313,2018-03-02,56-MOM-6118,VOLVO,V2,2008,184368,7161,1521
314,2019-04-13,50-EFP-7300,AUDI,Q5,2009,112588,5383,1592
315,2018-05-20,34-XKQ-6947,VOLKSWAGEN,POLO,2016,191188,4062,633
316,2019-06-12,21-EMA-8024,MERCEDES,C180,2009,157681,5995,748
317,2019-01-02,25-UHO-9061,PEUGEOT,306,2011,185796,9452,940
318,2019-07-30,02-WBY-8475,BMW,X7,2014,160621,4884,614
319,2018-03-30,72-ZYY-4134,AUDI,A6,2002,11506,8627,280
320,2018-10-28,65-MGS-5153,SAAB,S4,2011,183840,8468,1730
321,2019-04-11,76-OPW-7362,FORD,FIESTA,2013,75706,8031,794
322,2018-03-27,18-FKP-448,PEUGEOT,407,2009,43186,7609,471
323,2019-04-19,50-QRC-7662,BMW,X5,2004,69645,843,1788
324,2019-08-06,42-HIA-8276,FORD,FIESTA,2013,49933,3950,671
325,2018-09-23,20-KVX-138,TESLA,T1,2008,175763,648,755
326,2019-05-18,75-BCG-8149,FIAT,EGEA,2006,161685,9535,1470
327,2018-12-06,06-YTQ-2198,TESLA,T3,2017,77181,4966,1992
328,2019-09-27,10-YVZ-5471,VOLKSWAGEN,POLO,2009,156397,9133,1540
329,2018-02-22,75-JNS-8909,FIAT,500L,2011,195259,1222,645
330,2019-02-01,76-GJJ-6138,TESLA,T1,2014,140678,2564,1492
331,2018-09-04,35-RWC-761,AUDI,Q7,2004,52946,2529,321
332,2018-11-18,24-PAE-7650,PEUGEOT,206,2014,50669,8595,907
333,2018-06-24,02-KZV-8765,BMW,X5,2010,32544,2823,1715
334,2018-11-10,39-QFN-34,PEUGEOT,206,2015,46070,5102,914
335,2018-03-03,13-HFN-847,FORD,FOCUS,2015,100432,5242,451
336,2018-04-25,42-JLH-9681,BMW,X3,2012,188695,4786,1798
337,2019-08-13,78-TAD-4049,FIAT,500,2009,80063,5545,1155
338,2018-07-14,60-HZD-7752,SAAB,S3,2013,98080,5415,636
339,2019-07-25,62-TCO-8050,TESLA,T4,2017,36370,5620,1546
340,2018-04-14,54-URU-6693,AUDI,Q3,2015,88719,1251,391
341,2019-11-30,40-IMU-3977,MERCEDES,S350,2016,34517,2859,1971
342,2018-03-13,54-QTQ-9497,VOLVO,V4,2000,99705,3433,1862
343,2018-04-02,17-ODL-9033,PEUGEOT,407,2003,91423,4021,851
344,2019-07-26,03-ADG-3440,SAAB,S4,2001,42154,9528,1112
345,2018-04-28,48-YRC-1825,VOLKSWAGEN,PASSAT,2017,93048,973,1156
346,2019-04-30,68-GRH-2420,FORD,FOCUS,2014,175230,9928,1741
347,2019-11-28,73-JAA-3139,VOLVO,V4,2013,66765,4539,828
348,2019-06-24,62-RGR-5441,SAAB,S1,2008,150517,216,837
349,2018-05-03,29-BAI-9298,TOFAS,KARTAL,2016,170883,3040,1031
350,2019-01-31,70-LNW-9384,BMW,X5,2009,149574,8116,1695
351,2018-10-03,77-HIU-121,FORD,FIESTA,2001,64058,5286,521
352,2019-01-11,24-LHX-7682,TESLA,T3,2008,132259,420,1730
353,2019-07-09,54-WAB-1363,SAAB,S3,2005,74848,7583,1954
354,2018-12-29,46-DIB-1736,FIAT,EGEA,2015,194354,7366,1624
355,2019-02-03,79-UYR-7752,BMW,X3,2004,64116,3593,1780
